Booking_ID,Hotel_Type,Hotel_Location,Booking_Date,Arrival_Date,Lead_Time_Days,Weekend_Nights,Weekday_Nights,Adults,Children,Babies,Country,Market_Segment,Distribution_Channel,Is_Repeated_Guest,Previous_Cancellations,Previous_Bookings,Room_Type_Reserved,Room_Type_Assigned,Booking_Changes,Deposit_Type,Agent_ID,Company_ID,Days_In_Waiting_List,Customer_Type,Meal_Type,Total_Nights,ADR,Required_Car_Parking_Spaces,Total_Special_Requests,Satisfaction_Score,Reservation_Status,Is_Canceled,Reservation_Status_Date,Estimated_Revenue,Total_Guests,Calculated_Nights,Booking_Year,Arrival_Year,Arrival_Month,Booking_Month,Revenue_Per_Guest,Booking_Status,Lead_Time_Category
HTL021254,Resort Hotel,Phuket,2024-09-15,2025-07-22,310,1,4,4,0.0,0,CAN,Corporate,Corporate,0,0,0,C,F,1,No Deposit,1.0,0.0,1,Transient-Party,FB,5,162.89,0,1,3.97,Canceled,1,2025-07-26,814.45,4.0,5,2024,2025,July,September,203.6125,Canceled,181-365 Days
HTL004726,City Hotel,Lisbon,2025-12-11,2026-06-02,173,2,2,3,1.0,0,IND,Corporate,Corporate,0,0,0,G,G,4,No Deposit,0.0,1006.0,1,Contract,Undefined,4,189.97,0,0,3.94,Canceled,1,2026-06-04,759.86,4.0,4,2025,2026,June,December,189.965,Canceled,91-180 Days
HTL015354,City Hotel,Amsterdam,2024-11-13,2025-04-08,146,1,4,3,2.0,1,BEL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,30.0,0.0,10,Group,HB,5,162.36,0,1,3.67,Check-Out,0,2025-04-09,811.8,6.0,5,2024,2025,April,November,135.29999999999998,Confirmed,91-180 Days
HTL001921,City Hotel,Amsterdam,2024-01-16,2024-06-14,150,1,5,2,0.0,0,CHN,Offline TA/TO,TA/TO,0,0,0,E,E,1,Non Refund,107.0,0.0,0,Transient,FB,6,148.76,0,1,4.31,No-Show,1,2024-06-15,892.57,2.0,6,2024,2024,June,January,446.285,Canceled,91-180 Days
HTL023264,City Hotel,Dubai,2024-08-29,2025-03-06,189,0,2,2,0.0,0,ITA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,95.0,0.0,0,Group,BB,2,99.46,0,0,3.71,Canceled,1,2025-03-08,198.91,2.0,2,2024,2025,March,August,99.455,Canceled,181-365 Days
HTL012593,City Hotel,Barcelona,2025-02-07,2025-07-26,169,0,3,1,0.0,0,DNK,Direct,Direct,0,0,0,H,H,0,No Deposit,132.0,0.0,0,Contract,HB,3,176.59,0,0,3.84,Canceled,1,2025-07-28,529.77,1.0,3,2025,2025,July,February,529.77,Canceled,91-180 Days
HTL018364,Resort Hotel,Bali,2024-02-27,2024-05-16,79,2,4,2,0.0,0,BEL,Online TA,TA/TO,1,0,6,B,B,2,No Deposit,21.0,0.0,0,Contract,HB,6,126.89,0,0,4.31,Canceled,1,2024-05-16,761.35,2.0,6,2024,2024,May,February,380.675,Canceled,31-90 Days
HTL019685,City Hotel,Lisbon,2024-09-17,2025-06-24,280,0,1,2,0.0,0,NLD,Corporate,Corporate,0,0,0,A,A,0,Non Refund,115.0,1088.0,0,Transient-Party,BB,1,89.21,1,2,4.81,Canceled,1,2025-06-24,89.21,2.0,1,2024,2025,June,September,44.605,Canceled,181-365 Days
HTL006063,City Hotel,Barcelona,2025-12-22,2026-10-28,310,2,0,2,0.0,0,ARE,Direct,Direct,0,0,0,B,B,1,Non Refund,85.0,0.0,0,Transient-Party,BB,2,58.26,0,2,4.37,Canceled,1,2026-10-28,116.52,2.0,2,2025,2026,October,December,58.26,Canceled,181-365 Days
HTL014248,Resort Hotel,Phuket,2025-01-01,2025-11-18,321,3,4,1,1.0,0,JPN,Online TA,TA/TO,0,0,0,G,G,0,Non Refund,152.0,0.0,0,Transient-Party,SC,7,199.9,2,4,3.41,Canceled,1,2025-11-25,1399.33,2.0,7,2025,2025,November,January,699.665,Canceled,181-365 Days
HTL021293,City Hotel,Barcelona,2025-08-22,2026-01-19,150,3,3,1,1.0,0,SWE,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,25.0,0.0,0,Transient,SC,6,95.6,0,0,4.34,Canceled,1,2026-01-21,573.59,2.0,6,2025,2026,January,August,286.795,Canceled,91-180 Days
HTL017511,Resort Hotel,Goa,2025-09-28,2026-03-04,157,2,3,2,0.0,0,SWE,Direct,Direct,0,0,0,H,H,2,No Deposit,15.0,0.0,1,Transient,FB,5,218.63,1,1,3.46,Check-Out,0,2026-03-06,1093.16,2.0,5,2025,2026,March,September,546.58,Confirmed,91-180 Days
HTL006200,Resort Hotel,Maldives,2025-06-11,2025-08-06,56,0,2,2,0.0,0,BRA,Corporate,Corporate,0,0,0,D,C,1,No Deposit,100.0,1045.0,7,Transient,BB,2,167.73,1,2,3.96,Canceled,1,2025-08-06,335.47,2.0,2,2025,2025,August,June,167.735,Canceled,31-90 Days
HTL005773,City Hotel,Lisbon,2024-05-13,2024-07-30,78,1,1,1,0.0,0,SAU,Corporate,Corporate,1,0,5,D,D,3,Non Refund,78.0,1012.0,3,Group,Unknown,2,138.3,0,0,4.22,No-Show,1,2024-07-30,276.61,1.0,2,2024,2024,July,May,276.61,Canceled,31-90 Days
HTL006336,Resort Hotel,Maldives,2025-12-24,2026-03-27,93,3,1,3,0.0,0,DNK,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,176.0,0.0,0,Transient,Undefined,4,164.8,0,1,3.98,Canceled,1,2026-03-27,659.2,3.0,4,2025,2026,March,December,219.73333333333335,Canceled,91-180 Days
HTL001073,City Hotel,London,2025-04-04,2025-08-20,138,0,1,2,0.0,0,Unknown,Corporate,Corporate,1,0,1,F,F,1,Non Refund,135.0,1119.0,0,Transient,BB,1,140.75,0,0,4.22,Canceled,1,2025-08-20,140.75,2.0,1,2025,2025,August,April,70.375,Canceled,91-180 Days
HTL000877,Resort Hotel,Unknown,2024-02-29,2024-03-15,15,3,7,2,0.0,1,DNK,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,134.0,0.0,5,Contract,Undefined,10,227.44,0,1,3.84,Check-Out,0,2024-03-24,2274.43,3.0,10,2024,2024,March,February,758.1433333333333,Confirmed,8-30 Days
HTL010827,Resort Hotel,Maldives,2025-01-20,2026-01-08,353,0,5,2,1.0,0,ESP,Corporate,Corporate,0,0,0,A,A,3,Non Refund,142.0,1100.0,0,Transient-Party,BB,5,115.92,0,1,3.93,Canceled,1,2026-01-08,579.62,3.0,5,2025,2026,January,January,193.20666666666668,Canceled,181-365 Days
HTL010434,City Hotel,Dubai,2025-08-28,2025-09-12,15,0,5,4,1.0,0,BRA,Direct,Direct,1,2,9,F,F,0,No Deposit,165.0,0.0,0,Group,Undefined,5,138.61,0,0,4.33,Check-Out,0,2025-09-14,693.06,5.0,5,2025,2025,September,August,138.612,Confirmed,8-30 Days
HTL019940,City Hotel,London,2025-01-21,2025-11-29,312,1,1,1,1.0,0,USA,Corporate,Corporate,0,0,0,H,H,0,Non Refund,94.0,1113.0,0,Group,SC,2,119.61,0,0,3.85,Canceled,1,2025-11-30,239.23,2.0,2,2025,2025,November,January,119.615,Canceled,181-365 Days
HTL001449,City Hotel,Lisbon,2024-02-19,2024-08-09,172,1,0,2,1.0,0,GBR,Corporate,Corporate,0,0,0,D,C,0,Non Refund,12.0,1073.0,0,Group,BB,1,140.09,1,3,3.75,Canceled,1,2024-08-10,140.09,3.0,1,2024,2024,August,February,46.696666666666665,Canceled,91-180 Days
HTL018953,City Hotel,Amsterdam,2024-08-19,2025-02-18,183,0,3,4,0.0,0,IRL,Direct,Direct,0,0,0,E,E,0,No Deposit,156.0,0.0,2,Contract,SC,3,118.18,1,0,3.56,Canceled,1,2025-02-21,354.53,4.0,3,2024,2025,February,August,88.6325,Canceled,181-365 Days
HTL014975,Resort Hotel,Maldives,2024-01-01,2024-11-02,306,0,1,2,0.0,0,IND,Offline TA/TO,TA/TO,0,0,0,E,E,0,Non Refund,30.0,0.0,0,Transient,Undefined,1,185.5,1,2,4.18,Canceled,1,2024-11-03,185.5,2.0,1,2024,2024,November,January,92.75,Canceled,181-365 Days
HTL022140,Resort Hotel,Maldives,2024-12-03,2025-05-10,158,1,1,2,1.0,0,JPN,Online TA,TA/TO,0,0,0,H,H,1,Non Refund,106.0,0.0,0,Group,SC,2,257.31,0,1,3.99,No-Show,1,2025-05-12,514.61,3.0,2,2024,2025,May,December,171.53666666666666,Canceled,91-180 Days
HTL012868,City Hotel,Lisbon,2025-02-10,2025-10-04,236,1,5,3,0.0,0,AUS,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,31.0,0.0,3,Transient-Party,BB,6,70.24,3,1,3.46,Check-Out,0,2025-10-06,421.43,3.0,6,2025,2025,October,February,140.47666666666666,Confirmed,181-365 Days
HTL008060,Resort Hotel,Bali,2024-09-08,2024-10-16,38,1,4,2,0.0,0,DEU,Online TA,TA/TO,0,0,0,G,G,0,Non Refund,152.0,0.0,2,Transient-Party,BB,5,248.65,0,1,3.98,Canceled,1,2024-10-17,1243.27,2.0,5,2024,2024,October,September,621.635,Canceled,31-90 Days
HTL014101,City Hotel,Dubai,2024-01-22,2025-01-01,345,1,0,2,1.0,0,ESP,Corporate,Corporate,0,0,0,B,B,0,No Deposit,83.0,0.0,0,Group,SC,1,77.82,0,0,3.44,Canceled,1,2025-01-02,77.82,3.0,1,2024,2025,January,January,25.939999999999998,Canceled,181-365 Days
HTL002161,City Hotel,Dubai,2025-08-16,2026-02-21,189,1,0,2,0.0,0,AUS,Online TA,TA/TO,0,0,0,B,B,0,Non Refund,6.0,0.0,0,Transient,HB,1,75.7,1,3,4.01,Canceled,1,2026-02-21,75.7,2.0,1,2025,2026,February,August,37.85,Canceled,181-365 Days
HTL015181,Resort Hotel,Goa,2025-06-11,2026-02-05,239,1,2,2,0.0,0,BRA,Offline TA/TO,TA/TO,0,0,0,F,F,0,Non Refund,76.0,0.0,0,Transient-Party,BB,3,132.08,0,1,3.88,Canceled,1,2026-02-07,396.25,2.0,3,2025,2026,February,June,198.125,Canceled,181-365 Days
HTL001624,Resort Hotel,Bali,2024-04-25,2025-04-09,349,3,7,2,1.0,0,GBR,Online TA,TA/TO,0,0,0,B,G,0,No Deposit,150.0,0.0,0,Contract,BB,10,103.81,0,1,3.76,Canceled,1,2025-04-16,1038.14,3.0,10,2024,2025,April,April,346.0466666666667,Canceled,181-365 Days
HTL004865,Resort Hotel,Goa,2024-11-14,2025-04-14,151,3,0,2,1.0,0,ITA,Direct,Direct,0,0,0,A,C,0,Non Refund,58.0,0.0,3,Transient-Party,SC,3,133.06,1,2,4.26,Canceled,1,2025-04-17,399.17,3.0,3,2024,2025,April,November,133.05666666666667,Canceled,91-180 Days
HTL024158,City Hotel,London,2024-10-03,2024-11-25,53,3,2,2,0.0,0,SAU,Corporate,Corporate,0,0,0,B,B,1,No Deposit,141.0,1064.0,0,Transient,FB,5,56.86,0,0,3.74,Check-Out,0,2024-11-25,284.32,2.0,5,2024,2024,November,October,142.16,Confirmed,31-90 Days
HTL024999,Resort Hotel,Algarve,2024-02-22,2024-08-28,188,1,3,3,0.0,0,USA,Offline TA/TO,TA/TO,0,0,0,H,H,1,Non Refund,115.0,0.0,0,Transient,HB,4,275.8,1,0,3.6,Canceled,1,2024-08-31,1103.2,3.0,4,2024,2024,August,February,367.73333333333335,Canceled,181-365 Days
HTL006332,City Hotel,Dubai,2024-08-20,2024-10-27,68,0,2,2,0.0,0,FRA,Offline TA/TO,TA/TO,0,0,0,C,C,0,Non Refund,103.0,0.0,0,Transient-Party,Undefined,2,95.22,0,1,5.0,Canceled,1,2024-10-29,190.43,2.0,2,2024,2024,October,August,95.215,Canceled,31-90 Days
HTL019558,Resort Hotel,Maldives,2025-06-04,2025-08-02,59,2,1,3,0.0,0,SAU,Offline TA/TO,TA/TO,0,0,0,B,H,0,Non Refund,65.0,0.0,0,Transient-Party,BB,3,146.21,0,1,4.93,Canceled,1,2025-08-03,438.63,3.0,3,2025,2025,August,June,146.21,Canceled,31-90 Days
HTL017358,City Hotel,Dubai,2025-09-12,2025-11-26,75,0,7,2,1.0,1,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,42.0,0.0,0,Transient-Party,FB,7,111.58,0,1,3.71,Check-Out,0,2025-12-03,781.07,4.0,7,2025,2025,November,September,195.2675,Confirmed,31-90 Days
HTL020306,City Hotel,Amsterdam,2024-10-29,2025-02-17,111,3,3,4,0.0,0,FRA,Direct,Direct,1,0,4,C,C,0,No Deposit,62.0,0.0,10,Group,HB,6,81.36,0,0,3.65,Check-Out,0,2025-02-20,488.15,4.0,6,2024,2025,February,October,122.0375,Confirmed,91-180 Days
HTL001776,City Hotel,Lisbon,2025-03-31,2025-09-19,172,1,0,2,2.0,0,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,121.0,0.0,1,Transient-Party,FB,1,92.35,0,1,3.91,Check-Out,0,2025-09-20,92.35,4.0,1,2025,2025,September,March,23.0875,Confirmed,91-180 Days
HTL020894,City Hotel,Amsterdam,2024-11-27,2025-08-23,269,1,2,4,1.0,0,SAU,Offline TA/TO,TA/TO,0,0,0,C,C,0,Non Refund,60.0,0.0,0,Group,HB,3,135.15,0,3,4.21,Canceled,1,2025-08-24,405.44,5.0,3,2024,2025,August,November,81.088,Canceled,181-365 Days
HTL008718,City Hotel,Dubai,2024-02-03,2024-03-05,31,0,8,2,0.0,0,USA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,34.0,0.0,0,Transient,BB,8,115.19,0,1,3.59,Check-Out,0,2024-03-12,921.52,2.0,8,2024,2024,March,February,460.76,Confirmed,31-90 Days
HTL013431,City Hotel,London,2025-02-17,2025-12-03,289,0,2,2,0.0,0,SAU,Offline TA/TO,TA/TO,0,0,0,G,G,1,No Deposit,1.0,0.0,0,Group,HB,2,149.09,0,2,3.84,Canceled,1,2025-12-03,298.18,2.0,2,2025,2025,December,February,149.09,Canceled,181-365 Days
HTL002865,Resort Hotel,Phuket,2024-09-20,2024-12-29,100,3,1,2,0.0,0,BRA,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,156.0,0.0,1,Group,HB,4,206.02,0,1,4.07,Canceled,1,2024-12-29,824.07,2.0,4,2024,2024,December,September,412.035,Canceled,91-180 Days
HTL015455,City Hotel,London,2025-01-23,2025-10-12,262,0,4,4,0.0,0,GBR,Offline TA/TO,TA/TO,0,0,0,F,G,0,No Deposit,168.0,0.0,0,Contract,FB,4,129.72,0,1,3.97,Check-Out,0,2025-10-15,518.88,4.0,4,2025,2025,October,January,129.72,Confirmed,181-365 Days
HTL005231,City Hotel,Amsterdam,2024-04-02,2024-06-18,77,3,0,2,0.0,0,USA,Online TA,TA/TO,0,0,0,G,G,0,Non Refund,145.0,0.0,0,Group,BB,3,174.81,0,1,4.38,Canceled,1,2024-06-20,524.44,2.0,3,2024,2024,June,April,262.22,Canceled,31-90 Days
HTL017316,City Hotel,Amsterdam,2025-10-02,2025-11-24,53,0,4,2,0.0,0,FRA,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,138.0,0.0,3,Contract,SC,4,74.99,0,1,3.49,Canceled,1,2025-11-26,299.97,2.0,4,2025,2025,November,October,149.985,Canceled,31-90 Days
HTL018168,City Hotel,Barcelona,2025-01-03,2025-01-09,6,3,3,2,0.0,0,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,148.0,0.0,0,Group,Undefined,6,118.99,0,0,4.46,Check-Out,0,2025-01-12,713.92,2.0,6,2025,2025,January,January,356.96,Confirmed,0-7 Days
HTL024389,City Hotel,Dubai,2025-03-22,2025-04-15,24,0,4,2,0.0,0,NOR,Online TA,TA/TO,0,0,0,E,E,1,Non Refund,98.0,0.0,0,Contract,Undefined,4,101.54,0,2,3.52,Canceled,1,2025-04-16,406.14,2.0,4,2025,2025,April,March,203.07,Canceled,8-30 Days
HTL016999,City Hotel,Dubai,2025-04-16,2025-04-30,14,0,1,2,0.0,0,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,54.0,0.0,1,Transient,Undefined,1,89.53,1,1,3.91,Check-Out,0,2025-05-01,89.53,2.0,1,2025,2025,April,April,44.765,Confirmed,8-30 Days
HTL020848,City Hotel,Barcelona,2025-03-10,2025-07-13,125,1,2,3,0.0,0,SAU,Direct,Direct,0,0,0,H,H,1,No Deposit,119.0,0.0,0,Transient,FB,3,211.64,0,0,3.43,Check-Out,0,2025-07-15,634.92,3.0,3,2025,2025,July,March,211.64,Confirmed,91-180 Days
HTL020998,City Hotel,Barcelona,2025-11-26,2026-07-06,222,0,8,4,0.0,0,SAU,Direct,Direct,0,0,0,E,C,0,No Deposit,160.0,0.0,0,Contract,HB,8,141.4,0,2,3.63,Check-Out,0,2026-07-12,1131.2,4.0,8,2025,2026,July,November,282.8,Confirmed,181-365 Days
HTL010007,City Hotel,Lisbon,2024-01-07,2024-11-10,308,3,3,3,1.0,0,ARE,Groups,Direct,0,0,0,A,B,0,No Deposit,98.0,1001.0,0,Group,Undefined,6,46.42,0,0,4.07,Canceled,1,2024-11-10,278.54,4.0,6,2024,2024,November,January,69.635,Canceled,181-365 Days
HTL009286,City Hotel,Lisbon,2025-12-22,2026-10-14,296,0,1,2,0.0,0,AUS,Offline TA/TO,TA/TO,0,0,0,F,F,2,No Deposit,108.0,0.0,0,Group,BB,1,118.5,0,1,3.6,Check-Out,0,2026-10-15,118.5,2.0,1,2025,2026,October,December,59.25,Confirmed,181-365 Days
HTL020462,City Hotel,Lisbon,2025-05-14,2026-04-01,322,0,2,2,0.0,0,USA,Groups,Direct,0,0,0,A,A,0,Non Refund,93.0,1050.0,10,Transient-Party,BB,2,54.2,0,0,3.21,Canceled,1,2026-04-01,108.4,2.0,2,2025,2026,April,May,54.2,Canceled,181-365 Days
HTL003393,City Hotel,Amsterdam,2024-04-27,2025-04-09,347,2,4,2,1.0,0,ESP,Direct,Direct,0,0,0,B,B,0,No Deposit,41.0,0.0,0,Contract,FB,6,85.81,2,1,3.61,Canceled,1,2025-04-10,514.89,3.0,6,2024,2025,April,April,171.63,Canceled,181-365 Days
HTL000706,City Hotel,Lisbon,2025-03-10,2026-01-21,317,0,3,1,1.0,0,CAN,Online TA,TA/TO,1,0,7,G,G,0,No Deposit,127.0,0.0,0,Transient-Party,FB,3,131.17,0,0,2.56,Canceled,1,2026-01-23,393.51,2.0,3,2025,2026,January,March,196.755,Canceled,181-365 Days
HTL023137,Resort Hotel,Phuket,2025-10-19,2025-10-28,9,1,2,3,0.0,0,NOR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,58.0,0.0,10,Transient,FB,3,166.02,0,2,4.04,Canceled,1,2025-10-28,498.05,3.0,3,2025,2025,October,October,166.01666666666668,Canceled,8-30 Days
HTL011923,Resort Hotel,Maldives,2025-05-08,2025-08-16,100,1,4,2,0.0,0,NLD,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,74.0,0.0,0,Group,HB,5,172.13,0,2,4.26,No-Show,1,2025-08-19,860.63,2.0,5,2025,2025,August,May,430.315,Canceled,91-180 Days
HTL017229,Resort Hotel,Goa,2024-12-30,2025-03-08,68,1,2,3,0.0,0,ESP,Offline TA/TO,TA/TO,0,0,0,G,G,0,Non Refund,43.0,0.0,5,Transient,HB,3,168.79,0,0,4.38,Canceled,1,2025-03-11,506.36,3.0,3,2024,2025,March,December,168.78666666666666,Canceled,31-90 Days
HTL014149,Resort Hotel,Goa,2024-10-25,2024-11-30,36,1,5,2,0.0,0,Unknown,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Contract,SC,6,113.15,0,1,3.6,Canceled,1,2024-12-04,678.91,2.0,6,2024,2024,November,October,339.455,Canceled,31-90 Days
HTL013246,City Hotel,London,2024-01-31,2024-06-07,128,0,8,1,2.0,0,PRT,Corporate,Corporate,0,0,0,C,C,0,Non Refund,128.0,1034.0,0,Contract,BB,8,127.59,0,3,4.24,Canceled,1,2024-06-15,1020.72,3.0,8,2024,2024,June,January,340.24,Canceled,91-180 Days
HTL019825,City Hotel,Lisbon,2024-05-29,2025-01-26,242,1,2,4,0.0,0,CHN,Groups,Direct,0,0,0,B,B,0,Non Refund,60.0,0.0,0,Contract,SC,3,66.1,0,1,3.91,Canceled,1,2025-01-29,198.31,4.0,3,2024,2025,January,May,49.5775,Canceled,181-365 Days
HTL002410,City Hotel,Barcelona,2024-10-30,2025-03-15,136,1,3,2,1.0,0,FRA,Direct,Direct,0,0,0,H,H,1,No Deposit,59.0,0.0,30,Group,Undefined,4,134.62,0,0,2.75,Canceled,1,2025-03-19,538.49,3.0,4,2024,2025,March,October,179.49666666666667,Canceled,91-180 Days
HTL014564,Resort Hotel,Bali,2025-03-18,2025-04-20,33,3,3,1,0.0,0,CAN,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,100.0,0.0,0,Transient-Party,SC,6,257.58,1,0,3.19,Canceled,1,2025-04-22,1545.46,1.0,6,2025,2025,April,March,1545.46,Canceled,31-90 Days
HTL019586,Resort Hotel,Goa,2024-11-12,2025-09-19,311,0,2,3,0.0,0,FRA,Corporate,Corporate,0,0,0,B,B,0,No Deposit,99.0,1043.0,0,Contract,FB,2,132.48,0,3,3.61,Canceled,1,2025-09-20,264.97,3.0,2,2024,2025,September,November,88.32333333333334,Canceled,181-365 Days
HTL020062,City Hotel,Lisbon,2025-02-23,2025-10-27,246,3,0,4,0.0,0,Unknown,Online TA,TA/TO,0,0,0,H,H,0,Non Refund,84.0,0.0,0,Contract,Undefined,3,149.16,0,0,4.86,Canceled,1,2025-10-30,447.47,4.0,3,2025,2025,October,February,111.8675,Canceled,181-365 Days
HTL021609,City Hotel,Lisbon,2024-05-18,2024-05-28,10,3,0,2,0.0,0,ARE,Offline TA/TO,TA/TO,0,0,0,G,G,1,No Deposit,81.0,0.0,0,Contract,HB,3,130.57,0,1,3.85,Check-Out,0,2024-05-30,391.71,2.0,3,2024,2024,May,May,195.855,Confirmed,8-30 Days
HTL024535,City Hotel,Barcelona,2025-10-17,2026-06-19,245,1,3,2,0.0,0,IRL,Online TA,TA/TO,0,0,0,E,E,0,Non Refund,13.0,0.0,0,Transient,HB,4,125.11,0,1,3.99,Canceled,1,2026-06-20,500.43,2.0,4,2025,2026,June,October,250.215,Canceled,181-365 Days
HTL010012,Resort Hotel,Goa,2024-08-16,2025-02-01,169,2,5,2,0.0,0,AUS,Groups,TA/TO,0,0,0,C,C,1,No Deposit,58.0,1080.0,0,Group,Undefined,7,94.64,0,1,3.6,Canceled,1,2025-02-07,662.51,2.0,7,2024,2025,February,August,331.255,Canceled,91-180 Days
HTL012006,City Hotel,Lisbon,2025-04-21,2026-03-14,327,2,0,2,1.0,0,BEL,Offline TA/TO,TA/TO,0,0,0,H,H,0,Non Refund,10.0,0.0,1,Contract,SC,2,138.55,0,1,4.0,Canceled,1,2026-03-16,277.09,3.0,2,2025,2026,March,April,92.36333333333333,Canceled,181-365 Days
HTL009215,Resort Hotel,Bali,2024-07-24,2024-09-05,43,1,3,2,0.0,0,JPN,Offline TA/TO,TA/TO,0,0,0,D,D,1,Non Refund,145.0,0.0,2,Transient-Party,HB,4,181.52,1,1,4.02,Canceled,1,2024-09-09,726.08,2.0,4,2024,2024,September,July,363.04,Canceled,31-90 Days
HTL021341,City Hotel,Lisbon,2024-03-11,2024-05-27,77,2,0,2,0.0,0,USA,Online TA,TA/TO,0,0,0,H,H,4,Refundable,152.0,0.0,1,Transient,SC,2,140.4,0,0,3.75,Check-Out,0,2024-05-28,280.79,2.0,2,2024,2024,May,March,140.395,Confirmed,31-90 Days
HTL002481,City Hotel,London,2024-11-19,2024-11-22,3,1,1,2,0.0,0,USA,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,147.0,0.0,2,Transient,SC,2,56.02,0,1,4.05,Check-Out,0,2024-11-24,112.03,2.0,2,2024,2024,November,November,56.015,Confirmed,0-7 Days
HTL021212,City Hotel,London,2024-06-22,2024-10-19,119,2,3,2,0.0,0,JPN,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,10.0,0.0,0,Contract,Undefined,5,80.44,1,1,3.71,Canceled,1,2024-10-23,402.18,2.0,5,2024,2024,October,June,201.09,Canceled,91-180 Days
HTL021909,City Hotel,Dubai,2025-02-12,2025-03-01,17,0,1,2,0.0,0,Unknown,Corporate,Corporate,0,0,0,B,B,0,No Deposit,106.0,1017.0,0,Transient-Party,BB,1,65.12,0,1,4.25,Check-Out,0,2025-03-01,65.12,2.0,1,2025,2025,March,February,32.56,Confirmed,8-30 Days
HTL001336,City Hotel,Lisbon,2024-10-22,2025-10-04,347,1,0,2,0.0,0,ITA,Groups,TA/TO,0,0,0,A,A,0,Non Refund,150.0,1067.0,3,Contract,SC,1,50.55,1,1,3.87,Canceled,1,2025-10-05,50.55,2.0,1,2024,2025,October,October,25.275,Canceled,181-365 Days
HTL019000,City Hotel,London,2025-06-25,2026-04-16,295,0,2,2,1.0,1,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,146.0,0.0,1,Group,BB,2,74.54,0,1,3.23,Canceled,1,2026-04-16,149.09,4.0,2,2025,2026,April,June,37.2725,Canceled,181-365 Days
HTL020922,City Hotel,Lisbon,2024-12-10,2025-11-22,347,0,3,2,0.0,0,IRL,Direct,Direct,0,0,0,G,G,3,No Deposit,93.0,0.0,0,Group,Undefined,3,131.55,0,1,4.02,Canceled,1,2025-11-22,394.66,2.0,3,2024,2025,November,December,197.33,Canceled,181-365 Days
HTL009493,City Hotel,Amsterdam,2024-01-07,2024-05-08,122,1,3,2,0.0,0,DEU,Offline TA/TO,TA/TO,0,0,0,G,G,0,Non Refund,124.0,0.0,0,Contract,Undefined,4,175.42,0,1,3.11,Canceled,1,2024-05-12,701.69,2.0,4,2024,2024,May,January,350.845,Canceled,91-180 Days
HTL010759,City Hotel,Dubai,2024-08-30,2024-11-16,78,2,1,3,1.0,0,BRA,Corporate,Corporate,0,0,0,G,G,3,Non Refund,138.0,1076.0,1,Transient-Party,Unknown,3,113.0,0,1,3.59,Canceled,1,2024-11-16,339.0,4.0,3,2024,2024,November,August,84.75,Canceled,31-90 Days
HTL003969,City Hotel,Dubai,2025-12-01,2026-01-30,60,0,4,3,2.0,0,ARE,Corporate,Corporate,0,0,0,F,F,0,No Deposit,174.0,1037.0,0,Transient-Party,FB,4,104.52,0,0,4.57,Check-Out,0,2026-02-02,418.08,5.0,4,2025,2026,January,December,83.616,Confirmed,31-90 Days
HTL020187,City Hotel,Barcelona,2025-02-09,2025-11-04,268,1,2,3,0.0,0,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,Non Refund,148.0,0.0,0,Transient-Party,Undefined,3,102.56,0,2,4.1,No-Show,1,2025-11-05,307.69,3.0,3,2025,2025,November,February,102.56333333333333,Canceled,181-365 Days
HTL015386,Resort Hotel,Bali,2025-09-23,2026-03-14,172,1,4,2,1.0,0,PRT,Corporate,Corporate,1,0,11,C,C,1,Non Refund,82.0,1104.0,0,Transient-Party,FB,5,130.25,1,2,3.79,Canceled,1,2026-03-14,651.24,3.0,5,2025,2026,March,September,217.08,Canceled,91-180 Days
HTL000145,City Hotel,Dubai,2024-09-07,2025-04-26,231,3,1,2,0.0,0,POL,Direct,Direct,1,0,12,D,D,0,No Deposit,14.0,0.0,3,Transient,HB,4,95.76,0,0,3.85,Check-Out,0,2025-04-28,383.03,2.0,4,2024,2025,April,September,191.515,Confirmed,181-365 Days
